,Unnamed: 0,Earmark Description,Location,Amount,Administering State Agency,State Agency Contact,Account Number,Earmark Language,Agency,Categories,Health,Housing,Food,Arts,Construction,Economic,Education,Environment,Essential Services,Equality,Events,Historical,Human Services,Mental Health,Occupational,Recreation,Rehabilitation,Religious,Transport,Technology,Youth Programs,Accessibility,Maintenance,Research,amdt_match
308,308,Gloucester Biotechnology Academy,Gloucester,500000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $500,000 shall be expended for Gloucester Marine Genomics Institute, Inc. for costs incurred in association with the expansion of the Gloucester Biotechnology Academy, and for hiring and training of instructors at the Gloucester Biotechnology Academy; provided further, that said funds shall be available for the hiring and training of instructors by Gloucester Marine Genomics Institute, Inc. until June 30, 2026",HED,"Occupational, Transport, Technology",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,Gloucester Biotechnology Academy
309,309,Gloucester Marine Genomics Institute Research Program,Gloucester,500000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $500,000 shall be expended for Gloucester Marine Genomics Institute, Incorporated for a research program to examine the impact of climate change on food resources, in conjunction with Northeastern University marine lab, the Tufts University school of nutrition, the Tufts Veterinary School and the University of Massachusetts at Amherst school of sustainability",MDA,"Food, Human Services, Research, Environment, Education",False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Gloucester Marine Genomics Institute Research Program
310,310,Golden Triangle Economic Recovery,Framingham,150000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $150,000 shall be expended for economic recovery planning support for the “Golden Triangle” to mitigate impacts from the 2019 novel coronavirus pandemic",HED,"Economic, Research",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Golden Triangle Economic Recovery
311,311,Grafton HVAC Upgrades,Grafton,100000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100013,"provided further, that not less than $100,000 shall be expended for town of Grafton to replace and upgrade the heating and ventilation units within the Grafton public schools",DES,"Education, Maintenance",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Grafton HVAC Upgrades
312,312,Grafton Public Schools Security Upgrade,Grafton,125000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100015,"provided further, that not less than $125,000 shall be expended to the town of Grafton for security upgrades within the Grafton public schools",DES,"Education, Maintenance",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Grafton Public Schools Security Upgrade
313,313,"Granby To-Go, Inc.",Granby,40000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $40,000 shall be expended for Granby To-Go, Inc. to support their food and basic needs pantry",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Granby To-Go, Inc."
314,314,Greater Boston Food Bank Inc. Food Security Network Infrastructure Investments,Boston,17000000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $17,000,000 shall be expended for the Greater Boston Food Bank, Inc. for regional food security network infrastructure investments",MDA,"Food, Occupational",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Greater Boston Food Bank Inc. Food Security Network Infrastructure Investments
315,315,Greater Boston Stage Company COVID-19 Safety Upgrade,Stoneham,100000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,70021530,"provided further, that not less than $100,000 shall be expended to the Greater Boston Stage Company in the town of Stoneham for COVID-19 safety upgrades and other capital improvements",MMP,"Maintenance, Human Services, Arts, Health",True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Greater Boston Stage Company COVID-19 Safety Upgrade
316,316,Greater Lawrence Community Action Council Childcare Center,Lawrence,100000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $100,000 shall be expended for the Greater Lawrence Community Action Council, Inc. for costs associated with rebuilding its child care center",EHS,"Construction, Maintenance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Greater Lawrence Community Action Council Childcare Center
317,317,Greater Lawrence Technical School for MTEL Training Program,Lawrence,40000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100013,"provided further, that not less than $40,000 be expended to the Greater Lawrence Technical School to establish a Massachusetts Tests for Educator Licensure preparatory program with an English to Speakers of other Languages component with the aim of diversifying the teacher workforce in the Merrimack Valley",DES,"Transport, Human Services, Occupational, Education, Technology",False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,Greater Lawrence Technical School for MTEL Training Program
318,318,Greater Lowell Community Foundation for Community Projects,Lowell,55000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that $55,000 shall be expended to the Greater Lowell Community Foundation, Inc. in the city of Lowell for community projects",EHS,Research,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Greater Lowell Community Foundation for Community Projects
319,319,Greater Lowell Community Foundation for Lowell Waterways Vitality Initiative,Lowell,150000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70021530,"provided further, that $150,000 shall be expended to the Greater Lowell Community Foundation, Inc. for the Lowell Waterways Vitality Initiative in the city of Lowell",HED,Environment,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Greater Lowell Community Foundation for Lowell Waterways Vitality Initiative
320,320,Greater Lynn Senior Services,Lynn,300000,DMH - Department Of Mental Health,stephen.cidlevich@mass.gov,50110101,"provided further, that not less than $300,000 shall be expended to Greater Lynn Senior Services, Inc. for its elder mobile mental health program",DMH,"Human Services, Health",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Greater Lynn Senior Services
321,321,Greater New Bedford Community Health Center,New Bedford,250000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $250,000 shall be expended to the Greater New Bedford Community Health Center for costs associated with the implementation of a new electronic health record system to meet the ongoing needs of providing primary care for vulnerable patients who have been disproportionately impacted by the COVID-19 pandemic",EHS,"Health, Equality",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Greater New Bedford Community Health Center
322,322,Greater Roslindale Community Health Center,Boston,75000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, not less than $75,000 shall be expended for the Greater Roslindale Medical and Dental Center in the Roslindale section of the city of Boston",EHS,Health,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Greater Roslindale Community Health Center
